label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
3	-115 kg	1.972	PIG	San Francisco, Long Beach, Irvine	-381	802	-172	1.4392	1.4643	Andrew	-0.6563	Inan	-386	-425 N
9	709 kg	1.2054	bird	Fremont	3	182	857	-0.8114	0.4646	Tony	-0.4103	Andrew	1166	599 N
3	1234 kg	2.2977	pig	Irvine, San Francisco	1567	-407	-725	1.5035	-0.5702	Andrew	0.4556	cHRIS	415	374 N
2	-242 kg	0.3406	chicken	Bakersfield	1478	-113	1651	1.2601	-0.9201	Fabrice	0.6368	Fabrice	64	382 N
1	778 kg	0.5612	fish	Fresno	588	-312	1898	-0.308	0.3391	michael	-0.4145	Vani	-1165	-316 N
1	922 kg	2.1879	fish	Fresno	-31	105	1097	1.006	-0.5113	Michael	1.3946	Vani	1507	41 N
6	-366 kg	1.7516	rat	Stockton	923	-1125	2152	0.0908	0.3896	Sam	0.1287	Michael	383	1117 N
5	125 kg	-0.0311	hamster	Santa Ana	531	357	-565	0.5447	0.6991	Lise	-1.3511	Tony	1179	1510 N
3	365 kg	2.0866	pig	Irvine, San Francisco	589	-133	519	0.7917	0.1656	Andrew	-0.1853	Chris	-542	-125 N
8	-209 kg	1.322	rabbit	santa clarita	-626	1323	-858	0.1564	0.0037	Reilly	0.5015	Eriq	-880	1411 N
8	1638 kg	-0.0391	rabbit	Los Angeles	362	614	-2107	0.2996	2.3652	Reilly	0.6391	Eriq	-206	1328 N
5	1603 kg	0.5024	hamster	Anaheim	-717	664	358	0.895	0.8934	Lise	1.6274	Reilly	294	754 N
1	898 kg	-0.144	fish	Fresno	36	-245	740	-0.0604	0.47	Michael	1.0907	VANI	781	983 N
9	398 kg	-0.3048	bird	Fremont	889	129	156	0.6656	-1.355	Tony	0.6104	Andrew	1459	859 N
4	130 kg	0.7885	ferret	Riverside	263	37	623	0.3965	0.5297	Vani	-1.1733	Sam	-54	601 N
3	-525 kg	1.0298	pig	Irvine, San Francisco, Long Beach	928	1121	1358	0.6687	-0.3235	Andrew	-0.4692	Chris	-1284	174 N
2	1475 kg	-1.938	chicken	Bakersfield	647	449	1549	0.8026	1.0959	iNAN	1.048	Fabrice	-768	847 N
8	419 kg	1.0066	rabbit	Moreno Valley, Santa Clarita	357	-322	-350	0.9615	-0.0446	Reilly	-0.3687	ERIQ	-477	1097 N
4	777 kg	1.7402	ferret	Riverside	262	1499	2336	1.2255	1.6481	Lise	-0.0888	Sam	-72	324 N
2	623 kg	1.9872	chicken	Bakersfield	403	2383	2533	0.2063	-1.6739	Inan	-0.3427	Fabrice	-1931	543 N
3	1457 kg	0.7735	pig	Bakersfield	202	1335	-623	2.5019	1.7185	Andrew	0.0583	Fabrice	229	642 N
7	1697 kg	0.9225	dog	Santa Ana	149	976	1035	-1.0511	-0.6619	Chris	-0.3837	Tony	516	732 N
4	645 kg	-0.168	ferret	Fremont	605	374	1543	0.1351	0.4226	Vani	0.8307	Sam	-292	-292 N
9	562 kg	2.2165	guinea pig	Fremont	-442	807	990	1.2625	0.581	Tony	0.3777	Andrew	2074	1510 N
1	126 kg	0.2918	fish	Fresno	261	790	274	0.5891	-1.1805	Fabrice	0.3337	Vani	915	1086 N
1	1188 kg	0.8867	fish	Fresno	-612	-524	1522	-0.1314	-0.5957	Michael	0.7821	Vani	-66	666 N
4	-262 kg	NULL	ferret	RIVERSIDE	177	1347	1133	-0.4771	1.709	VANI	0.6952	Sam	-1644	97 N
1	241 kg	2.8851	fish	Fresno	-396	833	-763	-0.2067	-0.5941	Michael	-0.2475	Vani	839	925 N
9	1537 kg	-0.7241	bird	Fremont	1945	1445	811		0.4172	Tony	0.2684	Andrew	1289	731 N
6	957 kg	-0.5949	rat	Stockton	-957	548	464	0.9847	1.8927	Eriq	-0.6392	Michael	1793	509 N
6	1590 kg	0.8962	rat	Stockton	-85	-219	768	0.2682	1.968	Sam	1.1868	Lise	425	1762 N
5	2148 kg	0.3511	hamster	San Bernardino, Anaheim, San Diego, Oakland	53	-5	1298	0.498	-2.1163	LISE	0.4682	Reilly	1224	826 N
2	608 kg	0.0129	chicken	Bakersfield	463	1001	113	0.5548	-0.311	Inan	0.6568	Michael	-258	1596 N
0	786 kg	-0.7889	cat	Sacramento	1269	1398	219	None	1.2662	Fabrice	1.3735	Lise	705	1389 N
9	52 kg	0.8899	BIRD	Fremont	-562	-850	115	-0.4988	-1.2305	Tony	0.5664	Andrew	1930	241 N
0	1100 kg	0.8764	cat	Sacramento	308	2146	137	0.8752	0.1421	Tony	0.6098	Reilly	764	-107 N
4	110 kg	0.0789	ferret	Riverside	599	486	820	0.681	0.4684	Vani	1.6295	Sam	220	390 N
0	2830 kg	-1.4617	cat	Sacramento	408	2726	56	0.2523	-0.0613	Fabrice	0.6653	Lise	209	1185 N
1	370 kg	1.4626	fish	Fresno	293	723	2013	1.9941	0.1169	Michael	0.3763	Vani	-891	541 N
5	-40 kg	0.1008	hamster	Stockton	570	752	-1383	0.0884	1.2823	Lise	-0.484	Reilly	1739	1228 N
5	-467 kg	0.8675	hamster	Fremont	-1286	-1321	-2361	0.2398	0.2139	Lise	1.8953	Reilly	1670	866 N
4	1091 kg	0.1486	ferret	Riverside	-18	786	143	0.7881	-0.33	Vani	0.1264	Sam	309	848 N
8	1718 kg	0.8815	rabbit	Los Angeles, Moreno Valley	22	1108	910	-0.6748	1.4845	Reilly	0.3286	Eriq	167	870 N
8	1252 kg	1.035	rabbit	mORENO vALLEY	-1073	760	795	1.6232	n/a	Reilly	-0.5976	Eriq	1347	360 N
8	1987 kg	0.3255	rabbit	Moreno Valley	298	-476	433	1.4543	1.2806	Reilly	1.0213	Eriq	817	195 N
2	613 kg	0.1962	chicken	Bakersfield	626	1246	462	0.4818	0.9691	Inan	0.0227	Vani	160	1106 N
5	752 kg	0.1393	hamster	Modesto, Anaheim, Oakland, San Bernardino	1160	-1322	24	1.4927	-0.246	Lise	0.3567	Reilly	-413	155 N
7	1382 kg	0.459	dog	Chula Vista	632	-150	-180	1.3437	1.7157	Chris	0.2362	Tony	314	1311 N
3	639 kg	0.9973	pig	San Francisco, Long Beach, San Jose	631	-320	875	0.6147	0.2173	Andrew	1.1034	Inan	1339	509 N
9	-658 kg	1.1757	bird	Fremont	106	958	190	-1.1006	-0.1139		0.8344	Andrew	1641	-321 N
8	636 kg	0.3706	fish	Fresno	279	196	-1583	1.2857	0.0384	Reilly	0.4331	Eriq	-421	1435 N
4	1868 kg	-1.3476	ferret	Riverside	-636	1293	-433	1.0859	2.0947	Vani	1.6787	Sam	41	759 N
8	745 kg	0.7062	rabbit	Moreno Valley	375	-425	1141	0.9343	1.9926	Reilly	1.5901	Eriq	179	-1099 N
6	748 kg	0.233	rat	Stockton	1235	-363	1671	-0.0924	0.5489	Eriq	0.0318	Michael	1670	1462 N
8	553 kg	1.2491	rabbit	Moreno Valley	494	-148	-76	0.7484	0.8349	Reilly	0.1171	ERIQ	1692	265 N
7	394 kg	-0.3479	reptile	San Jose, Long Beach	873	-205	232	0.9379	1.5767	Chris	0.7577	Tony	1090	1544 N
2	-437 kg	0.5001	chicken	Bakersfield	43	459	657	0.2722	-0.0431	Inan	0.4952	Fabrice	80	1447 N
8	866 kg	0.4123	rabbit	Moreno Valley	1544	1244	-540	0.5699	2.6336	Inan	0.2651	Tony	1209	1356 N
0	-267 kg	0.9051	cat	Sacramento	396	1466	-762	-0.4222	1.8772	Tony	1.8625	Lise	574	1040 N
0	-660 kg	1.4051	cat	Sacramento	430	729	-1147	0.1493	0.4425	Fabrice	0.4296	Lise	3041	351 N
0	514 kg	-0.5613	None	Sacramento	964	260	640	-0.4447	1.5162	Fabrice	0.649	Lise	816	451 N
8	269 kg	0.0807	rabbit	Moreno Valley, Los Angeles	-761	-998	1080	1.5157	0.4096	Reilly	0.1574	Eriq	-264	1093 N
2	878 kg	0.8696	chicken	Bakersfield	1535	1330	662	0.4915	1.4892	Inan	0.6512	Fabrice	1092	1512 N
9	1736 kg	2.1692	guinea pig	Fremont	719	1255	915	0.3624	-1.2602	Tony	0.2565	Andrew	947	559 N
2	759 kg	0.3367	chicken	Bakersfield	-354	-215	189	0.1132	-0.0522	Inan	-0.3418	Fabrice	N/A	-456 N
6	931 kg	-0.9708	rat	Bakersfield	6	1139	1941	0.1693	2.6485	ERIQ	0.0707	Michael	1535	-375 N
1	513 kg	2.0432	fish	Fresno	-47	-251	306	1.1695	0.4506	Michael	0.5749	Vani	-236	1945 N
9	500 kg	0.7469	bird	Fremont	926	-125	1323	0.3214	-1.039	Tony	1.9783	Andrew	1302	2070 N
7	1367 kg	-0.3451	reptile	Santa Ana	615	2155	2351	1.6683	1.5958	Chris	0.0105	Tony	1815	1095 N
8	1267 kg	0.7574	rabbit	Los Angeles, Santa Clarita	-676	697	477	0.3915	-0.1359	Chris	-1.1963	Eriq	-1260	1147 N
0	1371 kg	0.9674	cat	Sacramento	-155	3141	671	-0.2191	1.1071	Fabrice	0.5051	Tony	-721	142 N
2	2224 kg	-0.1127	chicken	Bakersfield	1606	306	1571	-0.1241	1.4965	Inan	0.3162	Fabrice	-120	984 N
8	1249 kg	?	rabbit	Moreno Valley		-155	489	-0.6508	1.0695	Reilly	2.5808	Inan	1431	967 N
7	386 kg	1.329	dog	Santa Ana	-376	-1031	1739	0.6715	2.2533	Chris	-0.1993	Tony	864	148 N
4	-26 kg	1.6154	ferret	Riverside	47	601	1460	0.5338	0.1453	Lise	-0.2181	Sam	633	565 N
1	1092 kg	0.9217	fish	San Francisco, San Jose	705	-517	1747	0.0878	1.2719	Lise	0.1171	Vani	808	319 N
0	894 kg	-1.3745	cat	Sacramento	-837	745	-65	-0.6931	0.8124	Fabrice	0.0511	Lise	-284	144 N
4	454 kg	1.7134	ferret	Riverside	-424	1381	24	0.4228	0.3928	Vani	0.4893	Sam	2475	1120 N
3	1228 kg	0.7212	pig	San Jose	628	754	3477	0.2911	-0.1396	Andrew	0.4604	Chris	-316	-51 N
9	-269 kg	1.3676	guinea pig	Fremont	1141	806	664	1.5707	-0.7606	Michael	0.43	ANDREW	2559	52 N
5	694 kg	-0.5847	hamster	Stockton	-899	-469	182	-0.5175	0.2803	Lise	0.0685	Eriq	72	451 N
3	1771 kg	2.3097	pig	San Jose	560	689	-125	0.971	0.3916	Andrew	-0.9396	Inan	312	266 N
5	1159 kg	-0.2194	hamster	Oakland, San Bernardino	220	775	-1020	0.4557	-0.515	Lise	0.5471	Reilly	13	1335 N
0	1846 kg	-0.1454	cat	Sacramento	71	19	1349	-0.6644		Eriq	0.5314	Lise	859	-100 N
7	580 kg	-0.537	dog	Santa Ana	-484	1417	624	0.5738	0.7856	Chris	0.1482	Eriq	1201	616 N
2	1268 kg	1.0912	chicken	Bakersfield	1025	1907	-929	1.1295	0.0315	Inan	-0.1487	Fabrice	-682	1270 N
3	736 kg	0.7938	pig	San Jose, San Francisco	602	1759	-928	1.2009	0.9067	Andrew	-0.7118	Inan	167	518 N
0	907 kg	-0.7408	cat	sacramento	330	981	-670	1.9497	1.1165	Fabrice	0.6761	Fabrice	1112	738 N
0	1744 kg	0.4067	cat	Sacramento	160	1635	2604	-0.2267	-0.686	Fabrice	0.8369	Lise	1371	161 N
3	-751 kg	-0.6947	pig	San Francisco, Long Beach, Irvine	1464	283	-1312	0.8146	0.4476	Andrew	0.2149	Chris	538	705 N
3	445 kg	2.1234	pig	San Jose	1158	1945	15	-0.5327	-1.1934	Andrew	-1.0092	Chris	-473	1385 N
1	451 kg	1.2611	fish	Moreno Valley	-742	1052	1004	0.9167	0.1658	Reilly	2.5757	Vani	637	1756 N
3	1649 kg	-1.3587	pig	Santa Ana	1353	1523	n/a	1.2304	-0.0464	Andrew	0.2304	Inan	113	1544 N
4	-154 kg	2.0203	ferret	Riverside	442	248	570	-0.2853	-0.44	Vani	0.5076	Sam	930	389 N
4	89 kg	0.0309	ferret	Riverside	-471	1321	1261	0.8225	-0.6704	Vani	0.3303	Michael	1062	1557 N
0	87 kg	-0.5606	cat	Sacramento	682	1164	-1145	0.509	-0.6779	Fabrice	-0.0359	Lise	2376	2087 N
0	1279 kg	0.255	cat	Sacramento	1048	1984	105	-0.1267	-1.1448	Fabrice	1.0564	Lise	2148	731 N
2	369 kg	-0.508	chicken	Bakersfield	1369	1199	1226	0.8202	-1.1364	INAN	1.034	Tony	974	87 N
7	158 kg	-0.6414	dog	Santa Ana	647	-170	-193	1.9906	-0.105	Chris	0.1014	Tony	-473	610 N
2	1015 kg	-0.9677	chicken	Bakersfield	940	1407	1573	0.9477	0.8323	Inan	0.3987	Fabrice	761	1190 N
9	831 kg	-0.6344	bird	Fremont	1040	412	71	0.2577	2.0327	Tony	0.9609	Andrew	-471	211 N
0	-234 kg	-1.3556	cat	Sacramento	1293	-819	-81	0.1766	0.2068	Fabrice	1.0539	Lise	-1330	252 N
0	570 kg	1.2824	cat	Sacramento	844	232	-256	1.1236	-1.3833	Fabrice	0.4767	Lise	536	633 N
3	717 kg	1.6226	pig	San Francisco, San Jose, Long Beach	75	2367	-1198	1.1485	1.6516	Andrew	0.1121	Inan	67	1532 N
5	-60 kg	-0.3603	hamster	Oakland, Modesto	346	283	842	0.731	1.4008	Lise	-0.3024	Reilly	691	-564 N
1	1560 kg	0.7785	fish	Fresno	806	877	2687	1.3494	-1.1826	Michael	1.2248	Vani	-439	-812 N
7	49 kg	0.627	dog	Chula Vista	169	1125	1539	0.8098	0.4104	Chris	-0.7629	Tony	118	210 N
9	939 kg	0.523	guinea pig	Fremont	-46	1422	1099	0.8442	0.5638	Tony	0.9328	Andrew	-978	1179 N
6	752 kg	0.1748	rat	Stockton	-556	1226	88	1.2712	0.8	Eriq	1.005	Michael	1188	-403 N
8	394 kg	0.9537	rabbit	Moreno Valley	457	152	-151	0.5289	1.0938	Vani	2.4477	Eriq	763	881 N
1	914 kg	1.2527	fish	Fresno	467	531	597	2.3103	N/A	Fabrice	0.5858	Vani	42	-128 N
3	1327 kg	4.0533	pig	Long Beach, San Francisco, San Jose	304	662	716	1.1413	1.7241	Vani	-0.3313	Inan	NULL	-359 N
5	-32 kg	1.0225	hamster	modesto, san diego, anaheim	940	1180	-1924	0.1415	0.6263	Reilly	-0.528	Reilly	1752	127 N
1	2028 kg	0.2189	fish	fresno	1009	365	410	0.7023	1.4777	Michael	-0.181	Vani	225	-506 N
6	1193 kg	0.8202	rat	Stockton	34	85	1499	0.117	0.615	Eriq	0.0378	Michael	1812	556 N
9	808 kg	0.2929	guinea pig	Fremont	-320	322	1999	0.1866	-0.3129	Tony	0.443	Andrew	1153	2157 N
5	706 kg	-1.162	hamster	Oakland	169	-79	268	0.1723	-0.0283	Lise	0.3371	Vani	1639	961 N
1	2298 kg	0.4437	fish	Fresno	1816	-647	683	0.4389	2.0999	MICHAEL	0.3991	Vani	373	1867 N
9	1391 kg	-0.7397	bird	Fremont	1693	1098	728	1.4207	0.044	Tony	0.6255	Andrew	1281	1359 N
7	682 kg	3.1721	reptile	chula vista	249	393	2082	0.1361	1.9149	Chris	-0.6476	Tony	125	404 N
6	649 kg	0.5438	rat	Stockton	-313	-411	1660	-0.5845	1.5551	Eriq	0.4486	Michael	1539	-426 N
2	1539 kg	-0.8197	chicken	Bakersfield	427	1985	-115	0.0703	0.1451	Inan	1.2011	Fabrice	-1252	108 N
5	481 kg	1.2837	hamster	Bakersfield	-104	1829	-1423	0.4823	-1.4661	Chris	-0.0067	Reilly	1881	2523 N
6	410 kg	1.2267	rat	Stockton	719	-268	1148	0.5768	0.1226	Sam	-0.1457	Michael	1926	786 N
7	835 kg	0.4172	dog	Santa Ana	-331	-1163	1982	0.7975	0.6694	Chris	0.8656	Tony	8	807 N
3	340 kg	2.0151	pig	San Francisco	9	425	-1081	0.544	0.157	Andrew	0.9548	Inan	1420	374 N
2	971 kg	-0.8503	chicken	Bakersfield	1474	2010	975	0.9583	0.806	Inan	0.0173	?	272	218 N
6	-565 kg	-0.0924	rat	Stockton	77	425	947	0.3467	0.559	Eriq	-0.6571	Michael	1322	807 N
9	-326 kg	-0.621	guinea pig	Fremont	1047	1006	673	0.4246	0.8995	Tony	0.7474	Andrew	735	-109 N
6	1173 kg	1.1144	rat	Modesto, Anaheim	1137	980	1147	2.2634	0.957	Sam	-0.1247	Michael	-508	1473 N
9	1886 kg	0.408	guinea pig	Fremont	1005	1175	1410	0.1518	-0.2522	Tony	-0.1359	Andrew	928	1823 N
4	825 kg	1.0279	ferret	Riverside	1086	1172	1158	0.6	-0.6253	Vani	0.6275	Inan	849	967 N
1	1480 kg	1.6679	fish	Fresno	1647	263	1742	2.1762	-0.615	Michael	1.229	vANI	456	-36 N
7	183 kg	0.3543	Dog	Santa Ana	381	494	995	0.6349	0.3229	Chris	-0.5321	Tony	835	1116 N
5	-265 kg	0.7021	hamster	Santa Clarita, Los Angeles	1266	321	24	1.6536	-0.3638	Lise	-0.6373	Reilly	700	1446 N
5	-682 kg	0.6564	hamster	Oakland	-437	364	945	0.9241	-0.3976	Michael	-0.2802	Reilly	282	1102 N
7	797 kg	0.1677	dog	Riverside	581	338	1613	1.4175	-0.3947	Chris	0.5984	Tony	450	1044 N
1	670 kg	0.6895	fish	Fresno	-23	1460	2563	0.8651	-0.3142	Michael	0.6762	Vani	1414	102 N
5	-354 kg	0.6566	hamster	Anaheim	-229	-328	-786	-0.5749	0.6247	Lise	-0.4339	Reilly	693	524 N
8	644 kg	2.9201	rabbit	Los Angeles	65	1692	-221	0.7048	1.7024	Reilly	-1.0598	Eriq	2201	0 N
6	1208 kg	0.8753	rat	Stockton	-35	767	429	0.7566	-1.1689	Sam	-0.3171	Michael	1664	585 N
5	260 kg	0.1098	hamster	Fresno	-461	517	-483	0.5661	0.0528	Lise	0.6925	Reilly	1175	703 N
5	238 kg	0.62	hamster	Modesto, San Diego, Anaheim	455	123	-748	-0.2216	-0.4343	Reilly	-1.1248	Reilly	1513	46 N
2	2017 kg	0.5469	chicken	Bakersfield	397	1799	2494	0.8003	-0.4049	Inan	-0.2945	Fabrice	1158	1749 N
8	1350 kg	1.4149	rabbit	Santa Clarita	333	1165	84	1.9476	0.8865	Reilly	0.8142	Eriq	-342	53 N
8	820 kg	-0.5315	rabbit	Santa Clarita, Moreno Valley	114	507	-348	1.4535	1.8454	Reilly	0.0362	Eriq	-1325	334 N
0	1664 kg	1.8041	cat	Sacramento	550	1431	1562	-0.0416	-0.3107	Fabrice	1.0752	Lise	-761	1675 N
6	885 kg	-0.4015	rat	Stockton	538	1749	2759	1.327	-0.1603	Eriq	1.522	Michael	1163	-166 N
0	1766 kg	1.6409	cat	Sacramento	436	1629	-409	0.6474	0.3199	Fabrice	0.2431	Lise	-970	404 N
7	-543 kg	-0.5884	reptile	Chula Vista	2184	1677	422	1.0536	0.8036	Chris	-1.7968	Tony	-534	1196 N
3	207 kg	2.7382	pig	San Francisco, Long Beach	923	2762	-256	0.7219	0.5805	Andrew	0.9525	Inan	195	825 N
7	1401 kg	1.2929	dog	Chula Vista	-1152	177	1555	0.0419	-0.9921	Chris	-1.2504	Tony	467	519 N
2	2006 kg	0.827	chicken	Bakersfield	-468	-439	105	0.097	0.9448	Vani	0.9788	Fabrice	370	247 N
1	1344 kg	2.379	FISH	Fresno	-484	319	-160	0.1234	1.2283	Michael	-0.8903	Vani	507	130 N
7	575 kg	-0.1941	reptile	Santa Ana	-1467	-6	776	0.629	-0.2187	Chris	-0.325	Tony	1154	704 N
9	-160 kg	1.0854	guinea pig	FREMONT	N/A	717	2124	0.2681	1.3495	Reilly	1.1039	Andrew	2333	692 N
6	-1047 kg	0.6804	rat	Stockton	-366	-221	2197	-0.045	1.0229	Eriq	0.6558	Vani	1498	18 N
2	1097 kg	2.2829	chicken	Bakersfield	-345	1283	2589	0.3608	2.9599	Inan	0.5185	Fabrice	1596	1153 N
8	-847 kg	1.1283	rabbit	Santa Clarita	221	2697	-806	0.9919	-0.4148	Reilly	-0.7114	Eriq	-2110	-844 N
4	336 kg	0.3508	ferret	Riverside	865	1011	657	0.9198	-0.4413	Vani	0.0269	Fabrice	-526	791 N
9	402 kg	1.98	bird	Fremont	-198	-378	2788	1.0329	0.4651	Tony	1.2291	Andrew	1492	-39 N
1	1564 kg	-0.3849	fish	Fresno	-327	-266	-94	-0.5462	1.283	Michael	1.7374	Vani	-508	305 N
3	2084 kg	2.2855	pig	San Francisco, Irvine	1723	1734	15	0.9057	0.7374	Andrew	1.1175	Inan	670	1248 N
2	1506 kg	-0.0928	chicken	Bakersfield	415	2069	122	0.4699	-0.3641	Inan	-1.4231	Fabrice	-1204	407 N
1	1463 kg	0.3814	fish	Fresno	527	9	918	0.8454	-0.5454	Michael	0.4231	Inan	257	1263 N
8	1253 kg	0.1674	rabbit	Los Angeles, Moreno Valley	17	773	-1188	0.8599	0.9691	Reilly	0.3593	Eriq	-880	280 N
9	1242 kg	0.6637	guinea pig	Fremont	-58	1073	-388	0.158	-0.2482	Tony	0.2044	Andrew	73	597 N
6	962 kg	0.3537	rat	Stockton	1232	2201	1110	0.1903	-0.7275	Eriq	0.4666	Michael	-162	779 N
0	830 kg	-0.6564	cat	Sacramento	509	1825	466	1.3512	0.0322	Inan	0.5173	Chris	782	-11 N
8	864 kg	1.2455	rabbit	Santa Clarita, Los Angeles	-579	651	255	0.9449	1.2562	Reilly	-0.1674	Eriq	51	378 N
9	946 kg	3.4785	guinea pig	Fremont	18	386	616	0.583	0.4771	Tony	-0.7114	Inan	975	-544 N
7	466 kg	1.0847	reptile	Chula Vista	-115	-29	1325	1.712	0.238	Chris	-0.605	Tony	-74	-1528 N
3	381 kg	2.218	pig	Irvine, Long Beach, San Jose	-391	362	-2602	0.2889	0.0142	Andrew	-0.0636	Inan	-1435	496 N
7	173 kg	0.1989	dog	CHULA VISTA	395	421	71	0.8108	2.0644	Reilly	1.267	tONY	-579	678 N
2	372 kg	-0.7931	chicken	Bakersfield	273	983	853	1.6644	1.7442	Inan	-0.1424	Fabrice	-539	718 N
3	584 kg	-0.0375	pig	San Jose, Long Beach, San Francisco	1794	916	1046	0.8077	0.9511	Andrew	0.0606	Chris	-25	1194 N
7	1057 kg	-0.9586	reptile	Santa Ana	-244	453	1565	0.1142	2.089	Chris	2.0282	Tony	-511	864 N
0	1149 kg	1.167	cat	Sacramento	731	108	-5	0.0518	1.6959	None	0.4858	Lise	373	1615 N
8	1361 kg	-0.1932	rabbit	Moreno Valley, Santa Clarita	545	1120	-776	0.6346	1.3662	Lise	0.388	Eriq	-369	-979 N
9	850 kg	-0.3981	guinea pig	Fremont	684	1259	1716	0.1662	0.0753	Tony	0.9412	Sam	1512	-58 N
6	412 kg	-0.1468	rat	Chula Vista	413	369	1799	-0.2033	1.1546	Sam	0.8618	Michael	51	365 N
2	914 kg	0.4397	chicken	Bakersfield	979	1059	1238	1.086	0.5643	Inan	0.4554	Fabrice	982	200 N
8	1269 kg	0.9376	rabbit	Moreno Valley, Los Angeles	-786	1045	-43	0.5774	0.8716	Reilly	0.455	Eriq	1584	1309 N
0	581 kg	0.6105	cat	Sacramento	766	-276	1248	-0.3826	-1.1714	Fabrice	0.4962	Lise	1469	129 N
1	1119 kg	1.4263	fish	Fresno	-326	1243	1176	-0.5489	-0.1935	Michael	1.2506	Vani	691	1899 N
5	694 kg	0.6686	hamster	Oakland, San Bernardino	1214	233	NULL	1.3369	0.9535	Lise	-0.4438	Reilly	746	210 N
7	558 kg	0.3594	dog	Chula Vista	32	-242	2211	-0.108	0.0903	Chris	-0.0455	Tony	-896	276 N
8	1093 kg	2.2688	RABBIT	Santa Clarita, Los Angeles	979	1764	-374	0.0415	1.4705	Reilly	0.2709	Eriq	-563	89 N
3	192 kg	0.3756	pig	San Jose, Irvine	1810	717	387	0.122	-0.2519	Andrew	-0.3175	Inan	1161	247 N
7	1570 kg	0.2935	reptile	Chula Vista	883	1130	-1012	0.4914	0.747	Chris	0.668	Tony	2049	759 N
1	135 kg	0.8295	fish	Fresno	-694	140	2048	-0.4068	0.3572	MICHAEL	0.955	Vani	197	457 N
7	-57 kg	0.968	reptile	Santa Ana	-23	-338	356	1.6686	0.3369	Michael	1.4451	Tony	694	1960 N
3	421 kg	0.8901	pig	San Francisco, San Jose, Long Beach	1344	1855	-992	-0.2024	0.9322	Andrew	1.1083	Chris	1770	682 N
7	1469 kg	-0.2553	dog	Chula Vista	204	2284	2424	0.3291	1.5761	Chris	0.7272	Tony	-76	265 N
2	-50 kg	0.4835	chicken	Bakersfield	-53	1281	-962	0.2211	1.3636	Inan	1.0982	Fabrice	1130	493 N
0	1325 kg	1.2572	cat	Sacramento	-354	927	439	0.9007	0.4604	Fabrice	0.222	Lise	1439	-223 N
1	409 kg	0.2629	fish	Fresno	59	-917	-449	0.6472	0.004	Michael	0.6493	Vani	1924	1611 N
3	80 kg	0.5638	PIG	Irvine	317	145	789	-0.5138	2.1915	Andrew	0.1396	Inan	2	-241 N
5	-1139 kg	0.6893	hamster	San Diego	375	86	911	-0.922	0.7898	Lise	0.0158	Eriq	1002	13 N
7	1253 kg	-0.0963	reptile	Chula Vista	-123	-94	665	0.6244	0.013	Chris	-1.5778	Michael	-949	547 N
7	439 kg	0.3614	dog	Santa Ana	-419	-240	1066	1.1217	0.3499	Chris	0.6973	Fabrice	209	1063 N
3	646 kg	0.4249	pig	Long Beach, Irvine, San Jose	-1391	1204	-2794	1.9793	1.4628	Andrew	0.4346	n/a	1610	268 N
8	1600 kg	0.9396	rabbit	Los Angeles	706	1547	-563	0.2756	1.5604	Reilly	-0.6055	Eriq	753	312 N
7	283 kg	4.3015	rabbit	Chula Vista	492	1560	-603	1.0815	1.0931	Chris	1.8916	Tony	446	311 N
2	755 kg	1.8503	chicken	Bakersfield	-165	2460	668	-0.6077	0.7237	Inan	-0.1134	Fabrice	501	1721 N
0	-99 kg	-0.2009	cat	Sacramento	631	789	-13	0.1774	0.2686	Reilly	0.2054	Vani	1067	957 N
5	414 kg	0.0542	hamster	San Bernardino, San Diego	1074	-186	108	-0.1217	0.1468	Lise	0.3981	Reilly	982	999 N
8	896 kg	0.7132	rabbit	Los Angeles	-726	-147	-940	-0.0192	0.9277	Reilly	0.3646	Eriq	1732	-179 N
4	176 kg	1.2984	ferret	Riverside	37	-577	2279	0.7781	0.701	Vani	-0.3586	n/a	1667	-661 N
1	1348 kg	0.6981	fish	Fresno	-851	-45	-236	1.317	-0.0386	Eriq	0.0478	Vani	2003	824 N
3	440 kg	0.901	pig	Long Beach, San Francisco, Irvine	-11	1278	166	1.3797	0.8606	Andrew	0.4275	Chris	-1117	703 N
5	901 kg	-0.7068	hamster	San Bernardino, Anaheim, Oakland	-510	-209	-2327	None	2.2262	Lise	0.8774	Reilly	1524	1431 N
7	718 kg	0.7588	dog	Chula Vista	377	-779	1054	0.9112	2.0715	Chris	-0.3597	Tony	-1506	426 N
0	574 kg	-0.1913	cat	Sacramento	94	218	-711	0.1804	0.424	Fabrice	0.376	Lise	-1527	1066 N
4	-417 kg	1.4173	None	N/A	400	838	1304	0.8224	-0.1384	Sam	0.5064	Sam	1180	-215 N
0	944 kg	0.3613	cat	Sacramento	1662	714	-53	0.1238	2.3201	Fabrice	-0.0099	Lise	-144	-266 N
0	1553 kg	0.7362	cat	Sacramento	-678	881	641	0.2943	N/A	Tony	0.4251	Chris	-557	-171 N
5	297 kg	1.0313	hamster	San Bernardino, Oakland	771	-69	105	0.8255	-0.2227	Lise	-1.2752	Reilly	984	273 N
3	24 kg	0.7046	pig	Fremont	43	2637	633	-0.3892	1.0009	Andrew	-0.0518	Chris	-1010	615 N
2	94 kg	1.2011	chicken	Bakersfield	207	1537	348	-0.0916	1.0944	Inan	0.8942	Fabrice	1635	1273 N
